title,description,email,url,thumbnail,Keyword1,Keyword2,Keyword3
Aggie Kolbitar Society,"AKS is an organization that is open to all majors (of students at Texas A&M University and Blinn College) and is focused on the exploration of the Liberal Arts. Each meeting our members explore the areas of language studies, literature, visual arts, history, and music. AKS meetings are led by members who function as meeting hosts each week. A meeting host presents over their chosen subject, moderates discussion, and then receives feedback from the advisor. Anyone can present over any topic within the sphere of Liberal Arts, although there is a theme for each semester. Some examples of past presentation subjects include: Degas, Howl's Moving Castle and its adaptation, fairy tales, and much more.",aggiekolbitarsociety@gmail.com,https://getinvolved.tamu.edu/org/aks,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Meeting,Arts,Liberal
Aggie Lemon Racing,"Aggie Lemon Racing is an engineering organization focused on teaching students engineering aspects regarding vehicle mechanics as well as how to work on their own cars and how to compete in a team. We hope to do this by hosting different workshops to teach members about different aspects of the car, as well as building an endurance race car to compete in the 24 Hours of Lemons. The 24 hours of lemons is an endurance race that lasts 24 hours. The catch is that each car has to be worth less than 500 dollars in order to compete (not including safety equipment such as brakes, wheels, tires, fireproof suits, etc.). We also hope to compete in other possible motorsport challenges such as the ChampCar Race, World Racing League and the Grassroots Motorsports Racing $2000 challenge. Aggie Lemon Racing is open to anyone in the College Station/Bryan area, with or without experience. The only thing we ask is that our members are dedicated to pursuing our end goals. HOW TO JOIN: 1)Visit our Linktree and join the discord channel 2)Fill out the google docs ""New Member Application"" 3)Pay dues to an officer",aggielemon@gmail.com,https://getinvolved.tamu.edu/org/aggielemons,https://getinvolved.tamu.edu/storage/organizations/167/images/icon.jpeg,Engineering,Technical,Innovation
The Aggie Magic Circle,"To provide students with a place to learn, discuss, perform, and develop skills necessary to the promotion of magic as a form of art and entertainment. All skill levels are welcome!",tamumagic@gmail.com,https://getinvolved.tamu.edu/org/magic,https://getinvolved.tamu.edu/storage/organizations/1112/images/icon.jpg,Magic,Levels,Art
Aggie Makers Guild,To gather and support makers at Texas A&M and allow them to work together to bigger and better projects while spreading the maker movement.,,https://getinvolved.tamu.edu/org/amg,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Makers,Work,Support
Aggie MedReach,We are an organization at Texas A&M focused on educating the Bryan-College Station area medically. We strive to help our community achieve a better quality of life through education and community service.,aggiemedreach@gmail.com,https://getinvolved.tamu.edu/org/gphb,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Community,Strive,Aggie
Aggie Men's Alliance,"Aggie Men's Alliance is a men's leadership, brotherhood, and social organization at Texas A&M committed to the success and brotherhood of its members, and the well-being of the surrounding community. We offer an opportunity for the men of Texas A&M University to build lifelong bonds with the members of the organization and grow their connections throughout campus. Aggie Men's Alliance is the premier men's organization for all social, brotherhood, and service aspects on campus.",aggiemensalliance@gmail.com,https://getinvolved.tamu.edu/org/ama,https://getinvolved.tamu.edu/storage/organizations/169/images/icon.jpeg,Men,Aggie,Alliance
Aggie Men's Club,"The Aggie Men's Club at Texas A&M University was created by a group of students with the intent of providing a social atmosphere of Christian fellowship and brotherhood, while upholding and perpetuating Aggie traditions. We offer an alternative fraternal organization to students presently enrolled at A&M. We are ""Aggies First"", brought together by our common love for and devotion to our school.We commit ourselves to the full spiritual, emotional, and physical development of each member and shall maintain an environment which is conducive to this individual growth. We encourage an attitude of service through the giving of our time and resources to the benefit of others. In keeping with the traditional Aggie Spirit, we accept our responsibility to our fellow students and surrounding community.",president.aggiemensclub@gmail.com,https://getinvolved.tamu.edu/org/amc,https://getinvolved.tamu.edu/storage/organizations/170/images/icon.png,Religious,Faith,Community
Aggie Mental Health Ambassadors,"The purpose of the AMHA organization is to make the Texas A&M Student Body an active force in changing the culture around mental health at our university, surrounding communities, and around the globe. The objectives of AMHA include, but are not limited to:",amha.tamu@gmail.com,https://getinvolved.tamu.edu/org/amha,https://getinvolved.tamu.edu/storage/organizations/171/images/icon.jpeg,Health,Amha,Mental
Aggie Military Family Alliance,"Aggie Military Family Alliance was founded to promote community among Texas A&M students who are dependents of active duty, reserve, or retired United States Military service members through social and service efforts directed towards the veteran community in the greater Bryan-College Station area. We support and uplift the military-dependent community at Texas A&M, spread awareness for opportunities that exist for military dependents, and give back to the local veteran community while promoting the greater vision of the University which is to better serve the veteran population of the United States.",,https://getinvolved.tamu.edu/org/2914,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Military,Leadership,Training
"Aggie Military, Veterans, and First Responder Healthcare Alliance","The purpose and mission of our student organization, Aggie Military, Veterans, & First Responder Healthcare Alliance, is to provide a university-wide community for faculty, staff, students, and alumni interested in supporting and/or promoting military healthcare initiatives. Our vision is to create a network for those interested in military service or supporting military healthcare by providing resources, information, personal insight, and exposure to the world of military healthcare. This organization will provide an environment for strengthening interprofessional healthcare collaboration and relationships with the goal of creating long term connections between future Aggie healthcare professionals.",,https://getinvolved.tamu.edu/org/amvfrha,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Military,Leadership,Training
Aggie Minority Women in Law,Empowering minority women to succeed in the law field through preparation and inclusivity.,tamuamwl@gmail.com,https://getinvolved.tamu.edu/org/amwl,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Law,Traditions,Outreach
Aggie Miracle,"Aggie Miracle strives to provide hope and support for children and families treated at Children's Miracle Network Hospitals. Through raising awareness and fundraising for life-saving equipment and Child-life Specialists at McLane Children's Medical Center, we unite Texas A&M Students, the Bryan-College Station community and the Aggie Network. Aggie Dance Marathon is a student-run philanthropy event that benefits CMN hospitals and is held each year in March.",aggiemiracleed@gmail.com,https://getinvolved.tamu.edu/org/aggiemiracle,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Aggie,Children,Miracle
Aggie Musical Theater Club,The purpose of the Aggie Musical Theater Club is to perform and host musical theater productions with an all-student cast and orchestra.,mat1007@tamu.edu,https://getinvolved.tamu.edu/org/amtc,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Theater,Musical,Aggie
Aggie Muster Committee,"Muster is one of the oldest traditions at A&M, serving to honor members of the Aggie Family that have passed in the previous year. Muster is celebrated on April 21st in more than two hundred places world-wide, with the largest ceremony on the Texas A&M campus in College Station. The Muster Committee is responsible for organizing and planning every aspect of the tradition, from speaker to barbecue, awareness to the roll call, this committee continues the livelihood of this great tradition year after year.",musterchair@gmail.com,https://getinvolved.tamu.edu/org/muster,https://getinvolved.tamu.edu/storage/organizations/175/images/icon.jpg,Muster,Year,Committee
Aggie Nations,Mission: Cultivating authentic connections and enduring friendships among A&M's exchange and international students. Our ultimate goal is to ensure that every Aggie feels embraced and accepted into the vibrant community here at Texas A&M.,aggienations@gmail.com,https://getinvolved.tamu.edu/org/aggienations,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Aggie,Vibrant,Ultimate
